Date,Season,Month,WY,WYS,P301,P303,P304,D102,P300,B201,B203,B204,T003,B200
9/19/2007,4,9,2007,200704,0.0072,0.0283,0.3198,0.0694,0.0501,0.095,0.054,0.088,0.126,0.0759
9/20/2007,4,9,2007,200704,0.0077,0.0310,0.3594,0.0784,0.0686,0.119,0.080,0.105,0.147,0.0971
9/21/2007,4,9,2007,200704,0.0085,0.0286,0.3368,0.0726,0.0642,0.120,0.078,0.102,0.155,0.0953
9/22/2007,4,9,2007,200704,0.0093,0.0441,0.5263,0.1044,0.1002,0.190,0.114,0.126,0.205,0.1311
9/23/2007,4,9,2007,200704,0.0205,0.0405,0.4177,0.0940,0.1067,0.284,0.173,0.156,0.282,0.1813
9/24/2007,4,9,2007,200704,0.0198,0.0356,0.3666,0.0833,0.0792,0.170,0.120,0.124,0.223,0.1294
9/25/2007,4,9,2007,200704,0.0173,0.0321,0.3496,0.0758,0.0676,0.144,0.098,0.114,0.208,0.1122
9/26/2007,4,9,2007,200704,0.0143,0.0301,0.3419,0.0722,0.0618,0.132,0.087,0.107,0.204,0.1030
9/27/2007,4,9,2007,200704,0.0122,0.0287,0.3355,0.0690,0.0572,0.123,0.078,0.100,0.182,0.0949
9/28/2007,4,9,2007,200704,0.0123,0.0299,0.3399,0.0738,0.0595,0.127,0.083,0.104,0.190,0.0995
9/29/2007,4,9,2007,200704,0.0124,0.0316,0.3513,0.0802,0.0689,0.138,0.096,0.114,0.198,0.1102
9/30/2007,4,9,2007,200704,0.0147,0.0274,0.3383,0.0715,0.0647,0.132,0.081,0.107,0.172,0.1007
10/1/2007,1,10,2008,200801,0.0164,0.0270,0.3342,0.0713,0.0980,0.123,0.075,0.069,0.164,0.0866
10/2/2007,1,10,2008,200801,0.0126,0.0273,0.3306,0.0705,0.0989,0.119,0.072,0.066,0.164,0.0853
10/3/2007,1,10,2008,200801,0.0090,0.0254,0.3277,0.0687,0.1002,0.115,0.068,0.065,0.153,0.0834
10/4/2007,1,10,2008,200801,0.0086,0.0282,0.3305,0.0716,0.1016,0.117,0.071,0.067,0.135,0.0852
10/5/2007,1,10,2008,200801,0.0158,0.0358,0.4004,0.0881,0.1233,0.185,0.113,0.091,0.189,0.1209
10/6/2007,1,10,2008,200801,0.0226,0.0387,0.3962,0.0891,0.1337,0.293,0.151,0.107,0.230,0.1538
10/7/2007,1,10,2008,200801,0.0224,0.0365,0.3725,0.0823,0.1294,0.245,0.146,0.107,0.209,0.1463
10/8/2007,1,10,2008,200801,0.0188,0.0341,0.3527,0.0739,0.1242,0.191,0.121,0.094,0.186,0.1269
10/9/2007,1,10,2008,200801,0.0171,0.0316,0.3388,0.0703,0.1208,0.153,0.098,0.082,0.161,0.1076
10/10/2007,1,10,2008,200801,0.0149,0.0311,0.3410,0.0753,0.0975,0.145,0.094,0.080,0.158,0.1038
10/11/2007,1,10,2008,200801,0.0117,0.0316,0.3404,0.0779,0.0729,0.143,0.090,0.077,0.155,0.1029
10/12/2007,1,10,2008,200801,0.0130,0.0372,0.4045,0.0859,0.0864,0.211,0.121,0.096,0.193,0.1268
10/13/2007,1,10,2008,200801,0.0191,0.0383,0.3778,0.0911,0.0930,0.197,0.136,0.100,0.211,0.1470
10/14/2007,1,10,2008,200801,0.0213,0.0350,0.3575,0.0848,0.0874,0.168,0.108,0.087,0.179,0.1243
10/15/2007,1,10,2008,200801,0.0195,0.0329,0.3468,0.0797,0.0829,0.158,0.101,0.083,0.169,0.1162
10/16/2007,1,10,2008,200801,0.0190,0.0361,0.3592,0.0889,0.0891,0.183,0.115,0.090,0.179,0.1264
10/17/2007,1,10,2008,200801,0.0232,0.0382,0.3627,0.0922,0.0945,0.187,0.123,0.092,0.188,0.1359
10/18/2007,1,10,2008,200801,0.0257,0.0357,0.3573,0.0868,0.0927,0.172,0.111,0.088,0.179,0.1293
10/19/2007,1,10,2008,200801,0.0218,0.0329,0.3461,0.0810,0.0894,0.162,0.100,0.082,0.168,0.1211
10/20/2007,1,10,2008,200801,0.0189,0.0341,0.3486,0.0844,0.0897,0.157,0.102,0.083,0.167,0.1199
10/21/2007,1,10,2008,200801,0.0176,0.0328,0.3420,0.0822,0.0895,0.155,0.098,0.081,0.164,0.1177
10/22/2007,1,10,2008,200801,0.0161,0.0305,0.3325,0.0754,0.0788,0.150,0.088,0.077,0.157,0.1119
10/23/2007,1,10,2008,200801,0.0135,0.0291,0.3256,0.0721,0.0684,0.144,0.081,0.074,0.154,0.1079
10/24/2007,1,10,2008,200801,0.0116,0.0284,0.3209,0.0713,0.0675,0.139,0.076,0.071,0.152,0.1036
10/25/2007,1,10,2008,200801,0.0099,0.0267,0.3198,0.0713,0.0672,0.136,0.074,0.071,0.151,0.1024
10/26/2007,1,10,2008,200801,0.0084,0.0260,0.3184,0.0722,0.0701,0.135,0.072,0.070,0.149,0.1007
10/27/2007,1,10,2008,200801,0.0094,0.0254,0.3265,0.0725,0.0704,0.147,0.072,0.071,0.149,0.1031
10/28/2007,1,10,2008,200801,0.0153,0.0262,0.3248,0.0747,0.0751,0.149,0.081,0.073,0.156,0.1085
10/29/2007,1,10,2008,200801,0.0173,0.0281,0.3619,0.0864,0.0779,0.411,0.195,0.203,0.228,0.2685
10/30/2007,1,10,2008,200801,0.0246,0.0332,0.3542,0.1045,0.0893,0.288,0.199,0.164,0.266,0.2265
10/31/2007,1,10,2008,200801,0.0195,0.0302,0.3370,0.0832,0.0880,0.179,0.121,0.085,0.200,0.1294
11/1/2007,1,11,2008,200801,0.0238,0.0288,0.3292,0.0806,0.0840,0.161,0.106,0.073,0.198,0.1136
11/2/2007,1,11,2008,200801,0.0257,0.0284,0.3253,0.0808,0.0835,0.156,0.101,0.070,0.194,0.1091
11/3/2007,1,11,2008,200801,0.0256,0.0272,0.3207,0.0794,0.0793,0.149,0.094,0.065,0.187,0.1049
11/4/2007,1,11,2008,200801,0.0193,0.0259,0.3161,0.0775,0.0785,0.149,0.089,0.062,0.183,0.1009
11/5/2007,1,11,2008,200801,0.0209,0.0247,0.3157,0.0770,0.0781,0.147,0.087,0.061,0.182,0.0991
11/6/2007,1,11,2008,200801,0.0217,0.0245,0.3160,0.0770,0.0779,0.143,0.086,0.060,0.181,0.0989
11/7/2007,1,11,2008,200801,0.0243,0.0239,0.3123,0.0761,0.0775,0.143,0.084,0.059,0.179,0.0974
11/8/2007,1,11,2008,200801,0.0259,0.0239,0.3124,0.0764,0.0780,0.144,0.082,0.059,0.177,0.0963
11/9/2007,1,11,2008,200801,0.0284,0.0272,0.3289,0.0853,0.0850,0.144,0.084,0.060,0.179,0.0968
11/10/2007,1,11,2008,200801,0.0308,0.0285,0.3390,0.0893,0.0946,0.146,0.090,0.062,0.185,0.0996
11/11/2007,1,11,2008,200801,0.0410,0.0366,0.4511,0.1071,0.1297,0.559,0.272,0.153,0.316,0.2669
11/12/2007,1,11,2008,200801,0.0239,0.0323,0.3574,0.0966,0.1078,0.344,0.145,0.094,0.228,0.1495
11/13/2007,1,11,2008,200801,0.0198,0.0310,0.3483,0.0912,0.1026,0.293,0.119,0.080,0.208,0.1244
11/14/2007,1,11,2008,200801,0.0175,0.0278,0.3401,0.0877,0.0946,0.276,0.108,0.082,0.199,0.1157
11/15/2007,1,11,2008,200801,0.0155,0.0274,0.3364,0.0851,0.0864,0.280,0.104,0.087,0.195,0.1092
11/16/2007,1,11,2008,200801,0.0138,0.0272,0.3330,0.0852,0.0852,0.279,0.099,0.084,0.191,0.1063
11/17/2007,1,11,2008,200801,0.0129,0.0264,0.3273,0.0854,0.0833,0.279,0.095,0.081,0.186,0.1040
11/18/2007,1,11,2008,200801,0.0117,0.0260,0.3250,0.0831,0.0833,0.280,0.092,0.079,0.182,0.1007
11/19/2007,1,11,2008,200801,0.0112,0.0266,0.3276,0.0830,0.0839,0.279,0.091,0.078,0.179,0.0990
11/20/2007,1,11,2008,200801,0.0110,0.0275,0.3320,0.0890,0.0877,0.279,0.090,0.077,0.180,0.0986
11/21/2007,1,11,2008,200801,0.0109,0.0262,0.3290,0.0868,0.0889,0.279,0.089,0.076,0.178,0.0978
11/22/2007,1,11,2008,200801,0.0115,0.0262,0.3308,0.0880,0.0876,0.279,0.091,0.076,0.180,0.0973
11/23/2007,1,11,2008,200801,0.0123,0.0282,0.3349,0.0906,0.0912,0.278,0.090,0.073,0.181,0.0969
11/24/2007,1,11,2008,200801,0.0149,0.0270,0.3322,0.0859,0.0923,0.279,0.091,0.074,0.180,0.0972
11/25/2007,1,11,2008,200801,0.0174,0.0265,0.3338,0.0844,0.0907,0.279,0.094,0.077,0.182,0.0983
11/26/2007,1,11,2008,200801,0.0182,0.0265,0.3279,0.0845,0.0882,0.279,0.093,0.077,0.177,0.0976
11/27/2007,1,11,2008,200801,0.0190,0.0264,0.3274,0.0839,0.0844,0.279,0.091,0.075,0.177,0.0974
11/28/2007,1,11,2008,200801,0.0207,0.0262,0.3269,0.0848,0.0844,0.279,0.091,0.076,0.177,0.0971
11/29/2007,1,11,2008,200801,0.0219,0.0252,0.3259,0.0836,0.0840,0.279,0.091,0.076,0.177,0.0965
11/30/2007,1,11,2008,200801,0.0245,0.0264,0.3277,0.0860,0.0855,0.279,0.095,0.079,0.181,0.0977
12/1/2007,1,12,2008,200801,0.0280,0.0295,0.3273,0.0921,0.0914,0.279,0.107,0.077,0.174,0.0983
12/2/2007,1,12,2008,200801,0.0266,0.0301,0.3237,0.0970,0.0950,0.279,0.110,0.077,0.173,0.1418
12/3/2007,1,12,2008,200801,0.0294,0.0298,0.3425,0.0931,0.0979,0.278,0.101,0.076,0.184,0.1136
12/4/2007,1,12,2008,200801,0.0281,0.0275,0.3583,0.0874,0.0912,0.279,0.106,0.082,0.187,0.1129
12/5/2007,1,12,2008,200801,0.0283,0.0268,0.3418,0.0875,0.0792,0.279,0.103,0.085,0.195,0.1090
12/6/2007,1,12,2008,200801,0.0510,0.0540,0.5702,0.1399,0.1663,0.279,0.108,0.079,0.202,0.1262
12/7/2007,1,12,2008,200801,0.2846,0.0990,0.7759,0.3432,0.4023,0.278,0.178,0.111,0.349,0.6016
12/8/2007,1,12,2008,200801,0.0824,0.0431,0.4306,0.1371,0.2036,0.278,0.153,0.108,0.263,0.4117
12/9/2007,1,12,2008,200801,0.0617,0.0402,0.3872,0.1149,0.2202,0.279,0.150,0.112,0.250,0.2430
12/10/2007,1,12,2008,200801,0.0572,0.0402,0.3779,0.1109,0.1457,0.279,0.148,0.112,0.247,0.1952
12/11/2007,1,12,2008,200801,0.0553,0.0385,0.3675,0.1077,0.1072,0.280,0.148,0.112,0.235,0.3061
12/12/2007,1,12,2008,200801,0.0543,0.0383,0.3695,0.1085,0.0909,0.279,0.146,0.112,0.234,0.4457
12/13/2007,1,12,2008,200801,0.0545,0.0385,0.3695,0.1086,0.0910,0.279,0.142,0.112,0.237,0.4985
12/14/2007,1,12,2008,200801,0.0545,0.0384,0.3682,0.1083,0.0902,0.279,0.142,0.112,0.237,0.6580
12/15/2007,1,12,2008,200801,0.0555,0.0387,0.3739,0.1099,0.0917,0.279,0.141,0.108,0.243,0.6384
12/16/2007,1,12,2008,200801,0.0579,0.0384,0.3742,0.1104,0.0929,0.279,0.136,0.103,0.245,0.5620
12/17/2007,1,12,2008,200801,0.0587,0.0387,0.3782,0.1131,0.0946,0.279,0.134,0.101,0.244,0.4507
12/18/2007,1,12,2008,200801,0.3765,0.1726,1.0910,1.0925,0.6577,0.279,0.142,0.104,0.236,0.2580
12/19/2007,1,12,2008,200801,0.2658,0.1208,0.7135,0.6331,0.3530,0.279,0.238,0.114,0.373,0.3549
12/20/2007,1,12,2008,200801,0.1575,0.0789,0.5110,0.3029,0.2306,0.279,0.163,0.113,0.351,0.2655
12/21/2007,1,12,2008,200801,0.1030,0.0630,0.4377,0.1874,0.2052,0.279,0.154,0.112,0.330,0.2020
12/22/2007,1,12,2008,200801,0.0994,0.0615,0.4237,0.1720,0.1952,0.278,0.155,0.111,0.343,0.1771
12/23/2007,1,12,2008,200801,0.1014,0.0612,0.4298,0.1752,0.1977,0.279,0.159,0.115,0.408,0.1860
12/24/2007,1,12,2008,200801,0.1107,0.0617,0.4324,0.1760,0.2019,0.279,0.159,0.114,0.406,0.1774
12/25/2007,1,12,2008,200801,0.1017,0.0592,0.4144,0.1718,0.1856,0.279,0.160,0.110,0.400,0.1682
12/26/2007,1,12,2008,200801,0.0944,0.0573,0.4081,0.1590,0.1748,0.279,0.165,0.112,0.420,0.1655
12/27/2007,1,12,2008,200801,0.0858,0.0554,0.4386,0.1569,0.1714,0.279,0.165,0.112,0.424,0.1607
12/28/2007,1,12,2008,200801,0.0846,0.0565,0.4076,0.1459,0.1640,0.278,0.165,0.109,0.459,0.1635
12/29/2007,1,12,2008,200801,0.0851,0.0566,0.4059,0.1486,0.1654,0.279,0.172,0.109,0.491,0.1662
12/30/2007,1,12,2008,200801,0.0850,0.0570,0.4027,0.1482,0.1647,0.278,0.172,0.108,0.515,0.1647
12/31/2007,1,12,2008,200801,0.0830,0.0565,0.3995,0.1469,0.1607,0.280,0.172,0.109,0.546,0.1667
1/1/2008,2,1,2008,200802,0.0842,0.0566,0.4024,0.1455,0.1611,0.279,0.177,0.110,0.586,0.1687
1/2/2008,2,1,2008,200802,0.0881,0.0589,0.4039,0.1491,0.1648,0.287,0.179,0.111,0.621,0.1711
1/3/2008,2,1,2008,200802,0.0875,0.0575,0.4053,0.1525,0.1560,0.286,0.178,0.110,0.637,0.1721
1/4/2008,2,1,2008,200802,4.9020,4.7627,5.0946,4.4327,5.8964,5.963,1.285,1.058,1.340,24.3899
1/5/2008,2,1,2008,200802,1.5320,1.3566,1.7173,2.1554,1.6383,11.061,1.274,0.509,1.945,67.8521
1/6/2008,2,1,2008,200802,0.5526,0.2825,0.9058,0.8101,1.2813,0.897,0.395,0.271,1.099,73.5773
1/7/2008,2,1,2008,200802,0.3466,0.1947,0.6659,0.5211,0.4025,0.553,0.307,0.207,0.877,51.7006
1/8/2008,2,1,2008,200802,0.2825,0.1615,0.5657,0.4421,0.1148,0.484,0.277,0.170,0.846,21.0436
1/9/2008,2,1,2008,200802,0.2706,0.1612,0.5392,0.3763,0.1016,0.415,0.263,0.159,0.893,0.2979
1/10/2008,2,1,2008,200802,0.2764,0.1640,0.5740,0.3172,0.1053,0.428,0.321,0.178,0.940,0.2939
1/11/2008,2,1,2008,200802,0.2650,0.1540,0.5427,0.2993,0.0990,0.454,0.353,0.186,0.894,0.3231
1/12/2008,2,1,2008,200802,0.2411,0.1457,0.5136,0.2946,0.0866,0.404,0.293,0.167,0.814,0.2922
1/13/2008,2,1,2008,200802,0.2287,0.1417,0.4978,0.2891,0.0806,0.384,0.278,0.158,0.783,0.2780
1/14/2008,2,1,2008,200802,0.2196,0.1352,0.4872,0.2864,0.0768,0.375,0.271,0.155,0.774,0.2732
1/15/2008,2,1,2008,200802,0.2193,0.1328,0.4874,0.2792,0.0772,0.373,0.269,0.152,0.770,0.2710
1/16/2008,2,1,2008,200802,0.2133,0.1317,0.4772,0.2772,0.0722,0.371,0.269,0.151,0.768,0.2656
1/17/2008,2,1,2008,200802,0.2053,0.1297,0.4695,0.2704,0.0653,0.362,0.266,0.148,0.764,0.2530
1/18/2008,2,1,2008,200802,0.1988,0.1269,0.4650,0.2675,0.0610,0.359,0.265,0.147,0.760,0.2462
1/19/2008,2,1,2008,200802,0.1957,0.1265,0.4650,0.2626,0.0590,0.355,0.266,0.148,0.755,0.2426
1/20/2008,2,1,2008,200802,0.1961,0.1282,0.4643,0.2578,0.0577,0.354,0.267,0.148,0.762,0.2406
1/21/2008,2,1,2008,200802,0.1906,0.1269,0.4606,0.2548,0.0556,0.346,0.266,0.146,0.752,0.2347
1/22/2008,2,1,2008,200802,0.1867,0.1260,0.4525,0.2482,0.0519,0.334,0.261,0.143,0.739,0.2170
1/23/2008,2,1,2008,200802,0.1899,0.1288,0.4621,0.2464,0.0538,0.335,0.263,0.145,0.752,0.2183
1/24/2008,2,1,2008,200802,0.1998,0.1347,0.4954,0.2387,0.1617,0.350,0.266,0.146,0.752,0.2226
1/25/2008,2,1,2008,200802,0.1894,0.1300,0.4680,0.2359,0.2722,0.335,0.260,0.142,0.735,0.2159
1/26/2008,2,1,2008,200802,0.1893,0.1304,0.4640,0.2350,0.2846,0.332,0.258,0.138,0.758,0.2130
1/27/2008,2,1,2008,200802,0.5684,0.2975,0.9858,1.0144,0.9409,0.645,0.309,0.160,0.969,0.2893
1/28/2008,2,1,2008,200802,0.3453,0.2142,0.8121,0.5992,0.8203,0.517,0.289,0.153,0.850,0.2591
1/29/2008,2,1,2008,200802,0.2783,0.1772,0.5451,0.4110,0.5906,0.401,0.277,0.145,0.776,0.2339
1/30/2008,2,1,2008,200802,0.2566,0.1697,0.5207,0.3642,0.4007,0.382,0.272,0.143,0.773,0.2280
1/31/2008,2,1,2008,200802,0.2517,0.1660,0.5131,0.3421,0.3903,0.386,0.276,0.144,0.783,0.2310
2/1/2008,2,2,2008,200802,0.2494,0.1676,0.5103,0.3327,0.3833,0.390,0.278,0.147,0.800,0.2332
2/2/2008,2,2,2008,200802,0.2405,0.1644,0.5018,0.3109,0.3730,0.371,0.274,0.144,0.750,0.2279
2/3/2008,2,2,2008,200802,0.2572,0.1736,0.5606,0.3062,0.8065,0.387,0.286,0.149,0.694,0.2370
2/4/2008,2,2,2008,200802,0.2314,0.1599,0.5009,0.2881,0.3875,0.368,0.277,0.145,0.627,0.2287
2/5/2008,2,2,2008,200802,0.2285,0.1584,0.4929,0.2831,0.3681,0.358,0.277,0.144,0.638,0.2268
2/6/2008,2,2,2008,200802,0.2831,0.1811,0.5321,0.3320,0.4343,0.369,0.285,0.147,0.667,0.2332
2/7/2008,2,2,2008,200802,0.2915,0.1919,0.5496,0.4343,0.4199,0.398,0.308,0.158,0.732,0.2515
2/8/2008,2,2,2008,200802,0.2849,0.1746,0.5413,0.4913,0.3845,0.429,0.330,0.165,0.769,0.2674
2/9/2008,2,2,2008,200802,0.2803,0.1690,0.5290,0.5247,0.3887,0.424,0.326,0.161,0.757,0.2637
2/10/2008,2,2,2008,200802,0.2848,0.1691,0.5291,0.5945,0.4013,0.426,0.335,0.162,0.743,0.2677
2/11/2008,2,2,2008,200802,0.3007,0.1776,0.5315,0.6858,0.4336,0.438,0.349,0.165,0.588,0.2765
2/12/2008,2,2,2008,200802,0.3320,0.2020,0.5418,0.8170,0.4825,0.474,0.378,0.172,0.535,0.2961
2/13/2008,2,2,2008,200802,0.3552,0.2434,0.5622,0.8923,0.5324,0.513,0.414,0.183,0.528,0.3205
2/14/2008,2,2,2008,200802,0.3400,0.2423,0.5519,0.7980,0.5071,0.484,0.410,0.179,0.505,0.3132
2/15/2008,2,2,2008,200802,0.3119,0.2111,0.5289,0.6492,0.4406,0.434,0.390,0.169,0.476,0.2935
2/16/2008,2,2,2008,200802,0.3034,0.1990,0.5251,0.5995,0.4303,0.433,0.391,0.169,0.465,0.2934
2/17/2008,2,2,2008,200802,0.3127,0.1981,0.5273,0.6046,0.4431,0.464,0.416,0.179,0.475,0.3123
2/18/2008,2,2,2008,200802,0.3310,0.2117,0.5356,0.6568,0.4723,0.496,0.455,0.187,0.470,0.3360
2/19/2008,2,2,2008,200802,0.3349,0.2275,0.5385,0.6891,0.4593,0.495,0.467,0.190,0.470,0.3421
2/20/2008,2,2,2008,200802,0.3365,0.2350,0.5538,0.7624,0.4411,0.451,0.453,0.183,0.470,0.3270
2/21/2008,2,2,2008,200802,0.3265,0.2277,0.5403,0.7778,0.4167,0.450,0.436,0.178,0.479,0.3148
2/22/2008,2,2,2008,200802,0.3396,0.2774,0.5999,1.3366,0.5899,0.460,0.436,0.179,0.543,0.3288
2/23/2008,2,2,2008,200802,0.3247,0.2525,0.5558,1.1325,0.4921,0.460,0.417,0.175,0.568,0.3113
2/24/2008,2,2,2008,200802,0.4753,0.6620,1.0208,3.3799,1.5621,0.470,0.378,0.181,0.773,0.3284
2/25/2008,2,2,2008,200802,0.5124,0.4553,0.8269,1.8751,0.9018,0.470,0.467,0.200,0.904,0.3732
2/26/2008,2,2,2008,200802,0.5192,0.4557,0.7908,1.6426,0.8792,0.481,0.504,0.214,0.961,0.4045
2/27/2008,2,2,2008,200802,0.4834,0.4354,0.7334,1.5962,0.8217,0.481,0.488,0.210,0.945,0.3861
2/28/2008,2,2,2008,200802,0.5116,0.4924,0.7485,1.7759,0.8753,0.491,0.500,0.212,0.945,0.3908
2/29/2008,2,2,2008,200802,0.5755,0.5898,0.7976,1.9684,0.9847,0.492,0.576,0.228,0.914,0.4012
3/1/2008,2,3,2008,200802,0.6159,0.6335,0.8423,1.9696,1.0191,0.502,0.676,0.255,0.776,0.4536
3/2/2008,2,3,2008,200802,0.5831,0.5755,0.8087,1.6862,0.9241,0.502,0.681,0.247,0.613,0.4521
3/3/2008,2,3,2008,200802,0.5418,0.5210,0.7487,1.4336,0.8251,0.513,0.685,0.246,0.587,0.4548
3/4/2008,2,3,2008,200802,0.5726,0.5337,0.7494,1.4511,0.8548,0.513,0.720,0.253,0.600,0.5271
3/5/2008,2,3,2008,200802,0.5899,0.5743,0.7559,1.4510,0.8857,0.523,0.782,0.244,0.619,0.5861
3/6/2008,2,3,2008,200802,0.5750,0.5694,0.7434,1.3719,0.8525,0.550,0.792,0.199,0.628,0.5923
3/7/2008,2,3,2008,200802,0.5904,0.5687,0.7515,1.3507,0.8637,0.566,0.782,0.194,0.637,0.5902
3/8/2008,2,3,2008,200802,0.6285,0.6260,0.7755,1.4088,0.9207,0.613,0.828,0.207,0.670,0.6320
3/9/2008,2,3,2008,200802,0.6598,0.6533,0.7936,1.3985,0.9582,0.651,0.862,0.215,0.714,0.6610
3/10/2008,2,3,2008,200802,0.7021,0.7206,0.8189,1.4532,1.0166,0.723,0.978,0.241,0.763,0.7526
3/11/2008,2,3,2008,200802,0.7886,0.8553,0.8874,1.5762,1.1585,0.807,1.128,0.285,0.839,0.8791
3/12/2008,2,3,2008,200802,0.8958,1.0230,0.9674,1.7064,1.3657,0.878,1.288,0.338,0.916,1.0147
3/13/2008,2,3,2008,200802,1.2407,1.5607,1.3965,2.2715,2.0295,1.368,2.117,0.604,1.367,1.6853
3/14/2008,2,3,2008,200802,1.1119,1.2181,1.1154,1.8060,1.6066,1.133,1.859,0.614,1.175,1.4980
3/15/2008,2,3,2008,200802,0.9013,0.8725,0.9136,1.4511,1.1798,0.727,1.350,0.408,0.973,1.0365
3/16/2008,2,3,2008,200802,0.7928,0.7146,0.8316,1.2574,0.9848,0.604,1.128,0.326,0.837,0.8531
3/17/2008,2,3,2008,200802,0.7399,0.6276,0.8070,1.1494,0.8773,0.546,1.009,0.285,0.759,0.7648
3/18/2008,2,3,2008,200802,0.7441,0.6009,0.8241,1.1257,0.8444,0.654,0.993,0.279,0.778,0.7627
3/19/2008,2,3,2008,200802,0.7936,0.6714,0.8580,1.1959,0.9315,0.805,1.096,0.326,0.854,0.8482
3/20/2008,2,3,2008,200802,0.8211,0.7693,0.8913,1.2583,1.0524,0.836,1.211,0.381,0.916,0.9386
3/21/2008,2,3,2008,200802,0.8600,0.8216,0.9145,1.2779,1.1169,0.887,1.339,0.413,0.976,1.0254
3/22/2008,2,3,2008,200802,0.9364,0.9136,0.9492,1.2968,1.2305,0.998,1.526,0.474,1.039,1.1681
3/23/2008,2,3,2008,200802,1.0334,1.0489,1.0204,1.3616,1.3976,1.106,1.761,0.566,1.143,1.3278
3/24/2008,2,3,2008,200802,1.1472,1.1858,1.0897,1.4083,1.5666,1.235,2.057,0.649,1.260,1.5341
3/25/2008,2,3,2008,200802,1.2290,1.2735,1.1390,1.4031,1.6750,1.277,2.264,0.730,1.355,1.6743
3/26/2008,2,3,2008,200802,1.3122,1.4053,1.2327,1.4385,1.8377,1.353,2.538,0.791,1.405,1.8013
3/27/2008,2,3,2008,200802,1.3234,1.3172,1.1640,1.3484,1.7289,1.325,2.544,0.789,1.431,1.7986
3/28/2008,2,3,2008,200802,1.2920,1.2160,1.1152,1.2543,1.6039,1.287,2.441,0.788,1.488,1.7594
3/29/2008,2,3,2008,200802,1.2871,1.1782,1.1035,1.2379,1.5572,1.127,2.372,0.754,1.472,1.6824
3/30/2008,2,3,2008,200802,1.2249,1.0798,1.0687,1.2984,1.4357,0.962,2.026,0.640,1.356,1.4653
3/31/2008,2,3,2008,200802,1.1023,0.9529,1.0041,1.2192,1.2791,0.876,1.773,0.556,1.211,1.2857
4/1/2008,3,4,2008,200803,1.0675,0.9328,0.9997,1.1857,1.2542,0.880,1.691,0.545,1.164,1.2420
4/2/2008,3,4,2008,200803,1.0628,0.9487,1.0008,1.1654,1.2739,0.914,1.699,0.560,1.134,1.2614
4/3/2008,3,4,2008,200803,1.0585,0.9674,1.0291,1.1502,1.2969,0.939,1.630,0.659,1.184,1.3087
4/4/2008,3,4,2008,200803,1.1583,1.1298,1.1274,1.1876,1.4975,1.080,1.794,0.869,1.331,1.5280
4/5/2008,3,4,2008,200803,1.2336,1.1720,1.1536,1.1752,1.5496,1.134,1.981,0.925,1.401,1.6302
4/6/2008,3,4,2008,200803,1.2330,1.1332,1.1452,1.1395,1.5017,1.113,1.975,0.914,1.524,1.6209
4/7/2008,3,4,2008,200803,1.2277,1.0900,1.1243,1.0928,1.4483,1.145,2.011,0.932,1.549,1.6612
4/8/2008,3,4,2008,200803,1.1938,1.0228,1.0739,1.0534,1.3654,1.034,1.930,0.879,1.510,1.5678
4/9/2008,3,4,2008,200803,1.1053,0.9277,0.9987,1.0029,1.2480,0.878,1.712,0.792,1.383,1.3905
4/10/2008,3,4,2008,200803,1.1104,0.8883,1.0313,0.9838,1.1993,1.044,1.751,0.841,1.423,1.4548
4/11/2008,3,4,2008,200803,1.2995,1.0980,1.1865,1.0344,1.4582,1.406,2.476,1.170,1.688,1.9844
4/12/2008,3,4,2008,200803,1.5384,1.4865,1.4174,1.1098,1.9380,1.749,3.375,1.568,2.065,2.5420
4/13/2008,3,4,2008,200803,1.7181,1.8338,1.6003,1.1380,2.3668,2.071,4.007,1.978,2.508,3.0737
4/14/2008,3,4,2008,200803,1.8145,1.9388,1.6617,1.1105,2.4965,2.229,4.342,2.304,2.816,3.4049
4/15/2008,3,4,2008,200803,1.7152,1.5933,1.4424,1.0104,2.0698,1.832,4.164,2.119,2.710,3.0150
4/16/2008,3,4,2008,200803,1.6000,1.2807,1.3499,0.9343,1.6838,1.763,3.850,2.071,2.552,2.8041
4/17/2008,3,4,2008,200803,1.6194,1.2486,1.3802,0.9066,1.6442,1.876,3.991,2.273,2.596,3.0242
4/18/2008,3,4,2008,200803,1.6481,1.3075,1.4126,0.8934,1.7169,1.847,4.082,2.311,2.548,3.0495
4/19/2008,3,4,2008,200803,1.6502,1.2985,1.3835,0.8732,1.7058,1.914,4.104,2.418,2.583,3.1218
4/20/2008,3,4,2008,200803,1.5928,1.1807,1.2825,0.8435,1.5604,1.731,3.891,2.306,2.449,2.9481
4/21/2008,3,4,2008,200803,1.5205,1.0700,1.2080,0.8211,1.4237,1.649,3.628,2.236,2.332,2.7983
4/22/2008,3,4,2008,200803,1.4597,1.0069,1.1949,0.8079,1.1426,1.580,3.493,2.210,2.273,2.7374
4/23/2008,3,4,2008,200803,1.4739,1.0166,1.2281,0.8222,1.1708,1.591,3.396,2.153,2.246,2.6859
4/24/2008,3,4,2008,200803,1.4898,1.0060,1.2232,0.8089,1.1690,1.705,3.488,2.299,2.313,2.7901
4/25/2008,3,4,2008,200803,1.5546,1.0083,1.2555,0.7887,1.2023,2.010,4.212,2.682,2.494,3.1952
4/26/2008,3,4,2008,200803,1.6877,1.0982,1.3666,0.7775,1.3308,2.507,5.452,3.190,2.892,3.8636
